commodity,date,price_ngn_mt,currency,unit,source,market_type,region,fx_rate,rainfall_index,data_quality_score,is_validated,notes,data_source,record_type,outlier_flag,outlier_reason,price_raw_ngn_mt
Cocoa,2000-01-03,88435.02,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,88435.02
Cocoa,2000-01-10,86775.12,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,86775.12
Cocoa,2000-01-17,88829.68,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,88829.68
Cocoa,2000-01-24,91117.91,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,91117.91
Cocoa,2000-01-31,86524.46,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,86524.46
Cocoa,2000-02-07,88996.63,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,88996.63
Cocoa,2000-02-14,93872.34,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,93872.34
Cocoa,2000-02-21,91689.64,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,91689.64
Cocoa,2000-02-28,88363.86,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,88363.86
Cocoa,2000-03-06,88554.86,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,88554.86
Cocoa,2000-03-13,85925.14,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,85925.14
Cocoa,2000-03-20,85919.1,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,85919.1
Cocoa,2000-03-27,87769.07,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,87769.07
Cocoa,2000-04-03,76659.39,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,76659.39
Cocoa,2000-04-10,77118.96,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,77118.96
Cocoa,2000-04-17,79955.57,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,79955.57
Cocoa,2000-04-24,78856.33,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,78856.33
Cocoa,2000-05-01,79581.08,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,79581.08
Cocoa,2000-05-08,76690.24,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,76690.24
Cocoa,2000-05-15,75497.55,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,75497.55
Cocoa,2000-05-22,82304.3,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,82304.3
Cocoa,2000-05-29,78303.85,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,78303.85
Cocoa,2000-06-05,80660.66,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,80660.66
Cocoa,2000-06-12,77056.92,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,77056.92
Cocoa,2000-06-19,79182.94,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,79182.94
Cocoa,2000-06-26,80765.45,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,80765.45
Cocoa,2000-07-03,78519.23,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,78519.23
Cocoa,2000-07-10,82244.09,NGN,NGN/MT,Historical (World Bank/FAOSTAT/NEPC),wholesale,National,,,0.7,False,"Synthetic historical — verified annual anchors, weekly interpolated",Synthetic (World Bank/FAO × FX),historical,False,,82244.09
